app_id,app_name,duration,status,spark.broadcast.blockSize,spark.broadcast.compress,spark.default.parallelism,spark.driver.cores,spark.driver.memory,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.io.compression.codec,spark.locality.wait,spark.memory.fraction,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.sql.autoBroadcastJoinThreshold,spark.sql.inMemoryColumnarStorage.batchSize,spark.sql.join.preferSortMergeJoin,spark.sql.shuffle.partitions,spark.storage.memoryMapThreshold
application_1688294179913_23994,6c#100#1689481621030_3#IMDB,7967,True,4,1,125,6,11648,4,7,9728,1024,0,1800,0.63,640,0.47,0,48,86,9728,10400,0,84,7
application_1688294179913_23995,17a#100#1689481620654_0#IMDB,19308,True,12,1,164,8,8320,6,6,8832,2752,1,5400,0.59,2880,0.56,1,68,78,14592,11800,1,126,5
application_1688294179913_23996,17e#100#1689481620202_4#IMDB,14418,True,8,1,79,6,7360,4,6,4672,2112,1,2000,0.42,2240,0.45,0,76,82,9984,7400,0,117,6
application_1688294179913_23997,33b#100#1689481620861_2#IMDB,11085,True,9,1,130,2,7616,6,6,5312,640,0,4800,0.74,2688,0.46,1,120,60,11776,18400,0,111,3
application_1688294179913_23998,30a#100#1689481620965_2#IMDB,11348,True,6,1,131,6,11968,6,6,5376,3456,1,5000,0.39,2752,0.83,1,140,64,11520,6400,0,131,6
application_1688294179913_23999,2a#100#1689481621095_0#IMDB,7335,True,12,0,139,5,7552,6,5,4224,1216,0,2000,0.74,3904,0.69,1,24,46,16128,18600,0,70,1
application_1688294179913_24000,3b#100#1689481620484_1#IMDB,6601,True,11,1,122,4,8448,5,8,5376,704,0,4400,0.84,1344,0.57,0,128,44,9984,13600,1,116,10
application_1688294179913_24001,17d#100#1689481620955_1#IMDB,19039,True,2,0,72,3,12032,5,5,4736,1792,0,3600,0.47,3456,0.44,1,56,72,15616,14000,0,68,6
application_1688294179913_24002,11a#100#1689481620710_3#IMDB,7700,True,16,1,81,4,7040,5,5,11776,1152,0,4400,0.44,960,0.46,0,56,40,14592,12400,1,75,2
application_1688294179913_24003,27b#100#1689481620848_1#IMDB,8061,True,3,1,77,4,6208,5,6,5952,2176,1,4400,0.75,1600,0.56,1,96,60,15360,6800,0,86,3
application_1688294179913_24004,13d#100#1689481620541_0#IMDB,12121,True,4,0,97,3,5952,8,5,8768,3008,0,4600,0.71,256,0.55,0,40,28,15616,13200,0,116,9
application_1688294179913_24005,31b#100#1689481620297_6#IMDB,10172,True,8,1,97,5,6848,6,7,8192,576,0,1800,0.63,1408,0.42,0,68,56,13312,10800,0,143,5
application_1688294179913_24006,9c#100#1689481621001_5#IMDB,14676,True,15,0,93,5,6720,6,4,9472,1408,1,1600,0.39,1344,0.8,0,56,60,14080,13000,1,114,9
application_1688294179913_24007,8c#100#1689481621063_6#IMDB,16477,True,14,1,76,6,5760,6,5,10880,576,1,5400,0.48,192,0.67,1,128,36,8704,18400,1,90,7
application_1688294179913_24008,20b#100#1689481620712_6#IMDB,9600,True,4,0,59,8,7872,4,4,11392,2240,0,1200,0.74,1280,0.42,0,80,64,14336,11800,1,81,3
application_1688294179913_24009,15d#100#1689481620797_2#IMDB,9191,True,1,0,129,4,6976,8,5,10624,3456,1,5000,0.54,1408,0.42,1,48,48,9728,15200,1,162,8
application_1688294179913_24010,18a#100#1689481620805_6#IMDB,11465,True,14,1,124,3,9344,7,4,5888,3904,1,2000,0.6,4096,0.4,0,104,56,12544,9400,0,118,5
application_1688294179913_24011,12b#100#1689481620249_4#IMDB,10825,True,7,0,78,3,8448,7,3,11200,2688,0,1600,0.83,2176,0.44,0,44,16,10240,10000,1,86,10
application_1688294179913_24012,24a#100#1689481620589_3#IMDB,12633,True,3,1,99,5,9344,4,5,8576,1536,1,5200,0.51,2368,0.83,0,24,88,9472,15200,1,55,6
application_1688294179913_24013,9c#100#1689481620861_5#IMDB,11009,True,9,1,130,2,7616,6,6,5312,640,0,4800,0.74,2688,0.46,1,120,60,11776,18400,0,111,3
application_1688294179913_24014,29b#100#1689481620673_2#IMDB,11316,True,5,1,126,5,10432,8,4,9088,768,1,5400,0.58,2112,0.79,0,44,20,12288,18600,0,129,3
application_1688294179913_24015,29b#100#1689481620322_1#IMDB,14200,True,5,0,98,8,6336,8,4,11520,512,1,2200,0.46,128,0.81,0,124,44,12032,18600,0,82,8
application_1688294179913_24016,10a#100#1689481620764_3#IMDB,8658,True,11,1,144,6,5632,5,6,9152,3392,1,1200,0.52,1536,0.69,1,72,74,15872,13600,1,127,5
application_1688294179913_24017,28c#100#1689481620160_0#IMDB,12639,True,15,0,80,8,10816,4,7,7808,1024,1,4200,0.59,2048,0.57,1,80,28,15104,10800,0,81,4
application_1688294179913_24018,2a#100#1689481620365_5#IMDB,7383,True,4,0,84,4,11840,7,4,10752,2112,1,4400,0.43,1600,0.78,1,120,56,10752,5400,1,123,9
application_1688294179913_24019,23a#100#1689481620137_0#IMDB,7894,True,8,0,71,4,11712,3,7,6528,2944,1,5000,0.5,896,0.52,0,56,78,12288,17200,1,97,1
application_1688294179913_24020,23a#100#1689481621068_0#IMDB,7406,True,4,1,91,5,8192,6,5,11008,384,1,4600,0.49,3648,0.53,0,72,24,11264,15000,0,123,2
application_1688294179913_24021,9d#100#1689481621005_5#IMDB,11072,True,11,1,83,6,11200,4,8,4288,1152,1,3600,0.57,2496,0.5,0,144,24,8448,14200,0,117,9
application_1688294179913_24022,11b#100#1689481620653_0#IMDB,6605,True,10,1,93,6,6592,6,5,5824,2304,0,4000,0.76,3712,0.38,0,76,42,13312,5600,1,81,6
application_1688294179913_24023,9b#100#1689481620337_0#IMDB,10149,True,5,1,90,2,12160,4,7,6016,1408,0,1800,0.79,320,0.77,1,48,48,13568,5600,0,111,1
application_1688294179913_24024,19b#100#1689481620719_6#IMDB,9875,True,13,0,76,3,10624,6,5,12288,3008,1,2600,0.48,2176,0.4,0,108,40,11008,5000,0,107,3
application_1688294179913_24025,17c#100#1689481620677_2#IMDB,20427,True,6,1,74,5,9216,6,5,10112,1344,1,3800,0.41,128,0.76,0,68,40,13568,20000,1,93,2
application_1688294179913_24026,28a#100#1689481620303_4#IMDB,10326,True,11,1,129,3,5888,6,6,10048,3968,0,4200,0.36,3520,0.79,0,116,18,13056,15000,0,98,2
application_1688294179913_24027,28c#100#1689481620690_1#IMDB,11662,True,8,0,111,4,7808,4,6,8320,2816,0,2200,0.75,1280,0.58,1,40,82,11520,9200,0,62,2
application_1688294179913_24028,3c#100#1689481620535_2#IMDB,8696,True,9,0,133,6,11776,4,7,8640,3456,0,5200,0.76,1600,0.4,1,112,32,11520,13800,0,75,2
application_1688294179913_24029,26c#100#1689481621020_2#IMDB,12462,True,14,1,112,3,8000,7,6,10304,4032,1,5600,0.82,896,0.37,1,120,24,13312,16400,0,132,1
application_1688294179913_24030,11d#100#1689481620646_1#IMDB,8271,True,12,1,114,8,12160,6,6,7040,2112,1,4600,0.43,1664,0.74,0,116,38,15872,17000,1,90,8
application_1688294179913_24031,11d#100#1689481621022_1#IMDB,8423,True,10,0,75,4,4992,6,5,12160,2944,0,2000,0.41,448,0.78,0,56,24,10496,14800,1,118,8
application_1688294179913_24032,26b#100#1689481620169_4#IMDB,11450,True,8,0,141,2,5248,7,6,6208,1664,1,1200,0.56,1024,0.62,1,116,46,12544,17800,0,131,8
application_1688294179913_24033,1a#100#1689481620990_4#IMDB,8262,True,11,0,86,7,10176,5,4,6592,576,1,6000,0.45,3584,0.57,1,36,72,11008,10400,0,105,7
application_1688294179913_24034,26b#100#1689481620391_4#IMDB,10487,True,10,0,142,2,6208,7,5,9152,704,1,4800,0.5,3392,0.68,0,64,52,14848,6400,1,85,2
application_1688294179913_24035,31c#100#1689481620214_0#IMDB,13468,True,4,0,115,5,8064,6,6,5312,1280,1,5600,0.77,3200,0.56,0,76,78,9472,14400,1,157,9
application_1688294179913_24036,28b#100#1689481620714_5#IMDB,8737,True,7,1,132,6,10880,7,5,7552,448,0,4000,0.39,3712,0.41,0,128,44,13312,9600,1,141,8
application_1688294179913_24037,29a#100#1689481620399_6#IMDB,11546,True,11,0,87,6,6016,4,6,9984,1152,0,4000,0.7,640,0.76,1,72,84,12544,10800,1,85,7
application_1688294179913_24038,19d#100#1689481620580_4#IMDB,14329,True,11,0,99,5,4800,5,5,9984,2816,1,2400,0.47,1280,0.41,0,116,92,15104,6800,0,85,6
application_1688294179913_24039,2d#100#1689481620984_5#IMDB,7373,True,10,0,86,4,4416,6,6,9728,704,1,5800,0.81,2496,0.65,1,112,32,16128,16200,0,123,9
application_1688294179913_24040,7c#100#1689481620864_3#IMDB,35716,True,3,1,59,4,6208,5,5,5568,3648,0,1800,0.46,3328,0.64,0,44,76,14336,12200,1,69,1
application_1688294179913_24041,1c#100#1689481620931_6#IMDB,7883,True,7,0,67,5,6272,4,6,8704,2048,1,3400,0.75,3904,0.67,0,52,24,12800,6000,1,71,5
application_1688294179913_24042,30c#100#1689481620378_5#IMDB,14398,True,7,0,93,4,10880,7,5,10368,2560,0,5200,0.43,1728,0.55,1,108,80,11520,11000,1,152,9
application_1688294179913_24043,17e#100#1689481620564_0#IMDB,13693,True,12,1,113,5,8768,6,6,9984,3456,1,4600,0.55,2112,0.76,1,48,20,12800,6600,0,130,8
application_1688294179913_24044,1d#100#1689481620738_6#IMDB,7061,True,4,1,82,4,6656,5,6,5120,512,1,2000,0.77,2112,0.39,1,132,88,9984,12800,0,110,3
application_1688294179913_24045,21b#100#1689481620980_4#IMDB,7737,True,3,1,160,5,4736,7,6,10432,1088,0,3200,0.56,2240,0.56,0,124,56,10752,19800,0,132,8
application_1688294179913_24046,5b#100#1689481620209_0#IMDB,7082,True,5,0,95,5,8192,3,7,8320,640,1,1000,0.36,2176,0.6,0,104,38,14336,15400,0,53,7
application_1688294179913_24047,9c#100#1689481620778_3#IMDB,12108,True,11,0,162,7,10624,7,5,7488,704,1,4200,0.38,2944,0.75,1,64,68,12544,6600,0,125,6
application_1688294179913_24048,33c#100#1689481620311_5#IMDB,15034,True,9,0,85,4,9216,5,5,6976,1344,1,4800,0.6,3840,0.61,1,88,84,11264,18600,1,84,3
application_1688294179913_24049,11b#100#1689481620971_2#IMDB,6879,True,15,1,62,5,6592,5,4,10560,2112,1,5600,0.74,832,0.64,0,40,84,12800,11200,1,88,7
application_1688294179913_24050,15d#100#1689481620663_6#IMDB,8232,True,3,1,130,7,6656,4,7,7552,1920,1,4600,0.39,3520,0.6,1,48,20,12288,16600,0,78,4
application_1688294179913_24051,6b#100#1689481620619_1#IMDB,10230,True,11,1,101,4,5184,8,5,7680,3072,1,3800,0.49,1664,0.76,1,36,86,8960,7800,1,155,5
application_1688294179913_24052,16c#100#1689481620132_0#IMDB,17207,True,10,1,73,3,10944,6,4,8896,2240,1,4600,0.68,1152,0.83,0,132,72,10240,18200,0,64,9
application_1688294179913_24053,10b#100#1689481620540_4#IMDB,7495,True,9,1,93,5,12032,7,5,11968,2048,1,3400,0.43,2560,0.84,1,124,60,10752,12400,1,102,5
application_1688294179913_24054,13b#100#1689481620164_2#IMDB,9927,True,11,1,123,6,11904,4,7,9088,1920,1,3400,0.62,64,0.44,1,76,32,14592,18800,1,127,2
application_1688294179913_24055,27b#100#1689481620205_4#IMDB,7778,True,3,0,87,7,10496,6,5,11648,3648,0,4800,0.58,2816,0.48,1,140,58,11008,11800,0,101,10
application_1688294179913_24056,32a#100#1689481620247_5#IMDB,6156,True,9,0,142,4,4800,7,5,8000,3264,0,2800,0.45,2560,0.79,0,64,94,16128,20000,0,110,2
application_1688294179913_24057,1a#100#1689481620874_3#IMDB,7600,True,9,1,130,7,6656,6,6,10048,1344,1,2800,0.6,2368,0.54,0,72,88,13312,14000,0,161,7
application_1688294179913_24058,23a#100#1689481620753_0#IMDB,9884,True,10,0,95,6,11008,5,5,11264,4032,1,4400,0.55,2368,0.63,1,136,52,14080,18000,1,75,4
application_1688294179913_24059,19b#100#1689481620411_2#IMDB,9229,True,14,1,82,6,6272,7,4,8448,3136,1,5200,0.65,1600,0.41,1,120,94,9984,14000,1,78,7
application_1688294179913_24060,10a#100#1689481620825_6#IMDB,8227,True,3,1,141,3,9344,6,7,4800,960,0,4400,0.41,2048,0.57,1,108,24,10496,11800,0,114,8
application_1688294179913_24061,5c#100#1689481620677_0#IMDB,7134,True,6,1,74,5,9216,6,5,10112,1344,1,3800,0.41,128,0.76,0,68,40,13568,20000,1,93,2
application_1688294179913_24062,8c#100#1689481620823_1#IMDB,17517,True,11,0,147,2,9792,7,6,9792,1664,0,5400,0.8,576,0.55,1,48,26,14848,5800,0,175,2
application_1688294179913_24063,17a#100#1689481621082_6#IMDB,17216,True,11,0,160,6,4736,7,6,8256,1792,0,3000,0.58,1984,0.42,0,108,84,13568,7000,0,183,1
application_1688294179913_24064,15b#100#1689481621078_6#IMDB,7725,True,16,1,84,7,6208,4,5,6976,1024,0,5800,0.38,2944,0.62,0,32,40,8960,8600,1,75,3
application_1688294179913_24065,6f#100#1689481620851_0#IMDB,11097,True,7,1,93,6,4224,4,5,9856,512,0,1600,0.61,3648,0.56,1,68,66,16128,10600,1,93,8
application_1688294179913_24066,8a#100#1689481621054_1#IMDB,9006,True,9,0,114,5,5632,5,7,10816,2112,1,1600,0.73,512,0.54,1,84,40,14336,10200,0,107,10
application_1688294179913_24067,10b#100#1689481620716_4#IMDB,10348,True,9,0,148,8,4352,6,6,6272,3456,0,2000,0.67,1088,0.81,1,112,58,14592,7600,1,96,8
application_1688294179913_24068,21b#100#1689481620131_0#IMDB,8209,True,16,0,89,4,11392,5,7,6592,768,0,2000,0.85,3136,0.61,1,72,96,10752,16200,0,115,8
application_1688294179913_24069,28b#100#1689481620899_2#IMDB,8725,True,16,0,72,5,8896,4,5,10944,1728,1,2400,0.43,4032,0.53,0,28,62,11520,16600,1,93,10
application_1688294179913_24070,11d#100#1689481620928_6#IMDB,8668,True,3,1,159,6,8192,7,6,4736,1280,0,5800,0.42,3904,0.74,1,140,18,13056,8200,0,161,7
application_1688294179913_24071,21a#100#1689481620687_3#IMDB,8410,True,8,0,72,3,4736,7,3,11264,3008,0,5600,0.54,3328,0.6,0,124,32,14848,7200,0,96,2
application_1688294179913_24072,3b#100#1689481620833_3#IMDB,6343,True,5,1,133,3,7744,6,7,4800,2496,0,5000,0.73,4032,0.82,1,120,18,15872,8800,0,167,1
application_1688294179913_24073,3c#100#1689481620963_2#IMDB,7039,True,9,1,125,5,5888,5,6,11136,4032,0,4000,0.5,2304,0.41,1,96,80,9216,12600,1,74,7
application_1688294179913_24074,7b#100#1689481620688_2#IMDB,9972,True,8,0,76,4,9792,4,7,4544,4096,1,1600,0.4,3072,0.57,1,48,38,16384,6600,0,76,7
application_1688294179913_24075,30c#100#1689481620588_3#IMDB,13019,True,10,0,58,7,9088,3,6,10112,2432,0,1600,0.73,1920,0.55,1,144,36,12288,10200,0,76,2
application_1688294179913_24076,31c#100#1689481620768_2#IMDB,12892,True,5,0,108,4,6976,6,4,9600,576,1,3200,0.5,3072,0.63,1,116,58,8704,14000,1,58,5
application_1688294179913_24077,15a#100#1689481620996_3#IMDB,8300,True,1,1,94,5,5824,7,3,10752,512,1,3200,0.46,2560,0.49,1,28,52,10496,7000,0,97,4
application_1688294179913_24078,9a#100#1689481620321_2#IMDB,10053,True,6,0,82,8,6848,6,3,10368,3520,0,1400,0.65,3264,0.73,1,56,24,8448,8600,1,55,6
application_1688294179913_24079,28c#100#1689481620667_4#IMDB,9965,True,4,1,95,5,7680,4,7,9472,3776,1,5600,0.73,704,0.5,0,52,42,8704,16800,1,90,6
application_1688294179913_24080,9a#100#1689481620240_4#IMDB,11072,True,15,0,145,3,8704,6,6,8256,3776,0,4600,0.79,3392,0.75,0,96,56,11776,19000,1,130,5
application_1688294179913_24081,9a#100#1689481621094_6#IMDB,9403,True,3,0,95,5,7040,4,7,6144,4032,0,1200,0.49,1600,0.39,1,92,20,10240,19600,1,86,4
application_1688294179913_24082,33b#100#1689481620254_1#IMDB,10023,True,2,1,75,2,5504,5,5,4928,3328,0,1000,0.6,3520,0.82,1,40,48,16384,12000,0,82,9
application_1688294179913_24083,2a#100#1689481621103_0#IMDB,7181,True,12,0,77,4,9088,7,4,4928,3712,0,5200,0.36,4096,0.5,1,40,28,13568,12200,0,86,7
application_1688294179913_24084,32a#100#1689481620288_0#IMDB,6360,True,14,1,139,5,11776,5,6,9408,2112,0,3600,0.65,512,0.77,0,132,18,14848,17800,0,124,9
application_1688294179913_24085,5b#100#1689481620520_6#IMDB,7365,True,12,0,125,7,4224,7,5,7424,3584,1,3000,0.84,1920,0.6,0,56,16,13568,20000,1,147,9
application_1688294179913_24086,22c#100#1689481620328_5#IMDB,12875,True,13,0,126,3,12224,6,7,6592,2752,0,4600,0.63,768,0.47,1,136,46,11008,13000,1,111,1
application_1688294179913_24087,14a#100#1689481620869_1#IMDB,9475,True,3,1,132,8,7808,8,5,11136,2432,1,5400,0.66,3712,0.64,1,72,40,9728,14800,1,100,10
application_1688294179913_24088,14b#100#1689481620823_5#IMDB,8270,True,11,0,147,2,9792,7,6,9792,1664,0,5400,0.8,576,0.55,1,48,26,14848,5800,0,175,2
application_1688294179913_24089,8d#100#1689481620893_3#IMDB,16936,True,11,0,83,3,5376,7,3,11072,3008,0,2200,0.85,2560,0.45,0,136,64,15616,9000,1,58,7
application_1688294179913_24090,27b#100#1689481620552_4#IMDB,7989,True,13,0,91,6,11328,5,5,11456,1152,1,4400,0.79,3584,0.67,1,116,64,11264,19600,0,109,3
application_1688294179913_24091,6f#100#1689481620342_6#IMDB,11131,True,4,1,58,4,4480,4,5,11392,1920,0,5000,0.45,3200,0.73,1,140,88,10240,6600,1,51,5
application_1688294179913_24092,19d#100#1689481620625_5#IMDB,16689,True,10,0,94,8,11392,6,5,9472,3136,0,4600,0.57,2688,0.6,1,76,48,12288,11400,1,144,7
application_1688294179913_24093,15c#100#1689481620137_1#IMDB,8455,True,8,0,71,4,11712,3,7,6528,2944,1,5000,0.5,896,0.52,0,56,78,12288,17200,1,97,1
application_1688294179913_24094,3a#100#1689481620877_2#IMDB,6984,True,5,0,73,2,11584,5,5,11072,3136,0,2000,0.39,1472,0.66,1,112,40,14592,15200,0,76,4
application_1688294179913_24095,31c#100#1689481621102_3#IMDB,10746,True,1,1,116,4,5760,5,6,6592,3648,1,2000,0.7,2240,0.51,1,68,32,8448,8800,1,119,9
application_1688294179913_24096,5c#100#1689481620583_6#IMDB,7602,True,10,1,126,8,10112,7,5,6912,3200,1,3400,0.4,832,0.51,0,36,56,11264,16000,0,157,7
application_1688294179913_24097,31b#100#1689481620673_6#IMDB,10191,True,5,1,126,5,10432,8,4,9088,768,1,5400,0.58,2112,0.79,0,44,20,12288,18600,0,129,3
application_1688294179913_24098,2b#100#1689481620510_6#IMDB,6986,True,2,1,122,7,6208,8,4,10944,1088,0,2600,0.72,1600,0.83,1,84,30,13056,6400,1,87,2
application_1688294179913_24099,24a#100#1689481620697_3#IMDB,11914,True,1,1,89,6,8192,3,6,9856,1344,0,4200,0.48,3648,0.68,0,128,16,11520,6600,0,56,9
application_1688294179913_24100,11a#100#1689481620465_6#IMDB,8197,True,5,0,139,8,9600,6,6,10432,3776,1,2400,0.74,1600,0.54,0,120,20,15104,17400,1,162,5
application_1688294179913_24101,15c#100#1689481620867_3#IMDB,8860,True,14,0,83,4,11392,6,5,6208,1152,1,4800,0.8,1344,0.75,0,128,52,9728,12800,1,115,6
application_1688294179913_24102,16d#100#1689481620922_4#IMDB,19604,True,9,0,166,6,5184,6,6,11008,3584,0,4600,0.45,1216,0.67,0,52,56,13312,5200,1,96,8
application_1688294179913_24103,32a#100#1689481621073_6#IMDB,6225,True,3,1,85,4,6272,5,7,4864,2112,1,2000,0.53,2176,0.43,0,40,52,14080,6000,0,95,2
application_1688294179913_24104,20c#100#1689481620800_0#IMDB,10713,True,13,1,96,4,6720,6,5,11776,2432,1,2000,0.36,3648,0.42,1,64,88,8448,16400,0,82,5
application_1688294179913_24105,16c#100#1689481620665_6#IMDB,15862,True,1,1,135,4,6144,6,5,8896,640,1,2000,0.37,1920,0.85,1,60,50,13056,10600,0,81,3
application_1688294179913_24106,8b#100#1689481620920_5#IMDB,8285,True,13,1,79,7,5504,6,5,6784,1664,0,1800,0.79,3072,0.67,0,92,72,12288,8600,1,114,4
application_1688294179913_24107,31a#100#1689481620955_5#IMDB,14439,True,2,0,72,3,12032,5,5,4736,1792,0,3600,0.47,3456,0.44,1,56,72,15616,14000,0,68,6
application_1688294179913_24108,4c#100#1689481620386_0#IMDB,7065,True,5,1,102,3,7936,5,7,8128,896,1,4600,0.69,1280,0.36,0,140,24,12800,7600,0,85,10
application_1688294179913_24109,30a#100#1689481620478_3#IMDB,12308,True,1,0,97,7,11968,3,8,7232,512,0,2000,0.75,1280,0.79,0,108,76,15872,15400,1,97,4
application_1688294179913_24110,21a#100#1689481620595_6#IMDB,8451,True,15,0,70,5,7488,5,6,9728,2752,0,5800,0.38,128,0.59,1,52,76,8960,9200,1,116,5
application_1688294179913_24111,25c#100#1689481620500_1#IMDB,11623,True,12,1,127,6,11712,4,8,8000,1600,0,1800,0.77,448,0.63,0,128,28,8960,5200,1,107,9
application_1688294179913_24112,10a#100#1689481620354_6#IMDB,8002,True,6,0,83,2,12224,4,8,6272,3648,1,3600,0.4,1216,0.45,1,64,76,12288,18200,1,109,5
application_1688294179913_24113,26c#100#1689481620956_3#IMDB,13801,True,16,0,101,6,7232,7,4,11136,1536,1,4000,0.61,128,0.68,1,116,52,14848,14800,1,90,10
application_1688294179913_24114,26c#100#1689481620649_5#IMDB,14122,True,5,0,120,5,8832,7,6,5952,448,1,5800,0.78,2944,0.78,0,56,54,12032,15600,1,103,5
application_1688294179913_24115,23c#100#1689481620362_1#IMDB,7651,True,8,1,71,5,9088,6,5,6400,3840,0,1800,0.57,3072,0.69,0,56,30,10240,10200,1,91,8
application_1688294179913_24116,16c#100#1689481620554_3#IMDB,16443,True,8,0,61,2,11328,5,5,5120,1280,0,4000,0.43,2432,0.53,0,32,26,13824,19800,0,92,3
application_1688294179913_24117,14a#100#1689481620945_2#IMDB,9905,True,14,0,131,6,11200,8,5,11008,3328,1,2400,0.73,2624,0.43,1,56,84,15104,13200,0,109,3
application_1688294179913_24118,29a#100#1689481620842_4#IMDB,13788,True,3,0,89,2,9792,3,8,7680,704,0,2800,0.75,704,0.36,1,124,40,11776,14000,0,96,9
application_1688294179913_24119,25b#100#1689481620754_2#IMDB,10524,True,5,0,147,6,6976,6,6,6784,832,1,4200,0.79,1344,0.55,0,28,48,13568,19600,1,93,5
application_1688294179913_24120,12b#100#1689481620990_3#IMDB,10295,True,11,0,86,7,10176,5,4,6592,576,1,6000,0.45,3584,0.57,1,36,72,11008,10400,0,105,7
application_1688294179913_24121,23b#100#1689481620777_3#IMDB,7645,True,15,0,127,7,11008,5,5,10048,1792,0,1200,0.48,3200,0.75,1,92,58,13312,10200,1,85,5
application_1688294179913_24122,6b#100#1689481620153_1#IMDB,7963,True,7,1,166,7,11840,7,5,9088,896,1,6000,0.44,3136,0.48,0,48,76,15360,18400,0,85,6
application_1688294179913_24123,14c#100#1689481620479_4#IMDB,9486,True,12,1,147,3,5504,7,5,10496,3328,1,5800,0.52,1280,0.48,1,56,22,10496,9200,0,97,9
application_1688294179913_24124,18c#100#1689481620515_1#IMDB,10123,True,16,1,103,3,10624,7,6,5504,3072,1,2800,0.78,896,0.45,0,96,60,9728,10800,1,128,9
application_1688294179913_24125,10c#100#1689481620236_4#IMDB,7957,True,10,0,94,3,6976,8,5,11904,768,1,1200,0.63,704,0.82,1,120,74,12544,7400,1,100,3
application_1688294179913_24126,25b#100#1689481620295_2#IMDB,9777,True,10,1,98,3,9856,5,6,5760,1600,0,3200,0.49,704,0.74,0,48,58,11008,17000,1,104,6
application_1688294179913_24127,6d#100#1689481620170_5#IMDB,9887,True,8,1,160,7,9152,7,5,6976,2496,1,5800,0.36,1216,0.81,1,140,40,14848,7000,1,133,4
application_1688294179913_24128,4c#100#1689481620235_0#IMDB,7898,True,13,1,96,7,8832,5,5,10880,2304,0,3600,0.74,640,0.6,0,56,90,15616,12000,1,119,4
application_1688294179913_24129,19a#100#1689481620893_1#IMDB,11207,True,11,0,83,3,5376,7,3,11072,3008,0,2200,0.85,2560,0.45,0,136,64,15616,9000,1,58,7
application_1688294179913_24130,31c#100#1689481620476_5#IMDB,15288,True,9,0,88,6,8448,5,5,6272,2688,1,5000,0.6,3456,0.38,1,92,56,14336,17800,0,63,9
application_1688294179913_24131,31b#100#1689481620844_6#IMDB,10251,True,10,1,136,6,7040,5,7,8128,1088,1,3800,0.69,1920,0.67,0,64,64,13568,12400,0,130,7
application_1688294179913_24132,25b#100#1689481620380_6#IMDB,10794,True,9,0,118,4,8704,6,6,6144,3392,0,3800,0.81,3968,0.62,1,116,32,13824,17000,0,102,1
application_1688294179913_24133,2a#100#1689481620785_4#IMDB,7222,True,3,1,63,3,11712,7,3,9600,3328,0,5800,0.65,2624,0.55,1,136,44,8448,6400,1,52,2
application_1688294179913_24134,13b#100#1689481620451_0#IMDB,9727,True,16,0,104,3,4416,4,6,10496,1856,1,5400,0.63,1344,0.74,0,124,64,13312,16600,0,105,4
application_1688294179913_24135,24a#100#1689481621011_5#IMDB,11881,True,14,1,105,4,7808,6,6,6848,1536,0,4200,0.58,1984,0.82,1,36,40,15616,6000,1,97,3
application_1688294179913_24136,30c#100#1689481620211_1#IMDB,10976,True,15,1,79,3,11648,4,7,9024,576,1,4000,0.45,960,0.75,0,120,70,11520,13600,0,109,1
application_1688294179913_24137,33c#100#1689481620648_3#IMDB,13291,True,11,0,106,5,5952,4,8,4672,3712,1,4200,0.71,704,0.55,1,56,92,8960,8400,1,108,3
application_1688294179913_24138,16a#100#1689481620942_5#IMDB,15930,True,5,0,94,8,8448,5,5,5312,3968,1,5800,0.56,2304,0.57,0,64,28,15616,13800,0,86,9
application_1688294179913_24139,30b#100#1689481620817_3#IMDB,10868,True,15,1,107,6,6272,3,7,5824,3072,0,4200,0.4,3584,0.69,1,104,64,15104,17400,0,103,6
